price,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality
13.679707398759716,5.2,0.32,0.25,1.8,13.0,50.0,3.38,0.55,9.2,0
13.679707398759716,7.8,0.645,0.0,5.5,5.0,18.0,3.4,0.55,9.6,1
13.679707398759716,7.8,0.6,0.14,2.4,3.0,15.0,3.42,0.6,10.8,1
13.679707398759716,8.1,0.38,0.28,2.1,13.0,30.0,3.23,0.73,9.7,1
13.679707398759716,5.7,1.13,0.09,1.5,7.0,19.0,3.5,0.48,9.8,0
13.679707398759716,7.3,0.45,0.36,5.9,12.0,87.0,3.33,0.83,10.5,0
13.679707398759716,7.3,0.45,0.36,5.9,12.0,87.0,3.33,0.83,10.5,0
13.679707398759716,8.8,0.61,0.3,2.8,17.0,46.0,3.26,0.51,9.3,0
13.679707398759716,7.5,0.49,0.2,2.6,8.0,14.0,3.21,0.9,10.5,1
13.679707398759716,8.1,0.66,0.22,2.2,9.0,23.0,3.3,1.2,10.3,0
13.679707398759716,6.8,0.67,0.02,1.8,5.0,11.0,3.48,0.52,9.5,0
13.679707398759716,4.6,0.52,0.15,2.1,8.0,65.0,3.9,0.56,13.1,0
13.679707398759716,7.7,0.935,0.43,2.2,22.0,114.0,3.25,0.73,9.2,0
13.679707398759716,8.7,0.29,0.52,1.6,12.0,37.0,3.25,0.58,9.5,0
13.679707398759716,6.4,0.4,0.23,1.6,5.0,12.0,3.34,0.56,9.2,0
13.679707398759716,5.6,0.31,0.37,1.4,12.0,96.0,3.32,0.58,9.2,0
13.679707398759716,8.8,0.66,0.26,1.7,4.0,23.0,3.15,0.74,9.2,0
13.679707398759716,6.6,0.52,0.04,2.2,8.0,15.0,3.4,0.63,9.4,1
13.679707398759716,6.6,0.5,0.04,2.1,6.0,14.0,3.39,0.64,9.4,1
13.679707398759716,8.6,0.38,0.36,3.0,30.0,119.0,3.2,0.56,9.4,0
13.679707398759716,7.6,0.51,0.15,2.8,33.0,73.0,3.17,0.63,10.2,1
12.302401465147419,7.7,0.62,0.04,3.8,25.0,45.0,3.34,0.53,9.5,0
11.636246514969807,10.2,0.42,0.57,3.4,4.0,10.0,3.04,0.63,9.6,0
11.662752495949686,7.5,0.63,0.12,5.1,50.0,110.0,3.26,0.77,9.4,0
13.441861438176993,7.8,0.59,0.18,2.3,17.0,54.0,3.43,0.59,10.0,0
12.481073549306748,7.3,0.39,0.31,2.4,9.0,46.0,3.41,0.54,9.4,1
11.111398018043817,8.8,0.4,0.4,2.2,19.0,52.0,3.44,0.64,9.2,0
11.118107325879958,7.7,0.69,0.49,1.8,20.0,112.0,3.21,0.71,9.3,0
15.650193431198614,7.5,0.52,0.16,1.9,12.0,35.0,3.38,0.62,9.5,1
13.255144970738835,7.0,0.735,0.05,2.0,13.0,54.0,3.39,0.57,9.8,0
12.40535733341953,7.2,0.725,0.05,4.65,4.0,11.0,3.41,0.39,10.9,0
12.077769115174513,7.2,0.725,0.05,4.65,4.0,11.0,3.41,0.39,10.9,0
10.76026409017941,7.5,0.52,0.11,1.5,11.0,39.0,3.42,0.58,9.6,0
12.83860444642559,6.6,0.705,0.07,1.6,6.0,15.0,3.44,0.58,10.7,0
13.292494109722785,9.3,0.32,0.57,2.0,27.0,65.0,3.28,0.79,10.7,0
14.880184417437226,8.0,0.705,0.05,1.9,8.0,19.0,3.34,0.95,10.5,1
14.62418842849956,7.7,0.63,0.08,1.9,15.0,27.0,3.32,0.54,9.5,1
12.909094516424314,7.7,0.67,0.23,2.1,17.0,96.0,3.32,0.48,9.5,0
12.091345675969196,7.7,0.69,0.22,1.9,18.0,94.0,3.31,0.48,9.5,0
8.715890043918204,8.3,0.675,0.26,2.1,11.0,43.0,3.31,0.53,9.2,0
11.634950436914474,9.7,0.32,0.54,2.5,28.0,83.0,3.28,0.82,9.6,0
12.712384177760384,8.8,0.41,0.64,2.2,9.0,42.0,3.54,0.66,10.5,0
12.72080509335834,8.8,0.41,0.64,2.2,9.0,42.0,3.54,0.66,10.5,0
14.010759684348686,6.8,0.785,0.0,2.4,14.0,30.0,3.52,0.55,10.7,1
12.030084678007512,6.7,0.75,0.12,2.0,12.0,80.0,3.38,0.52,10.1,0
11.029123112451924,8.3,0.625,0.2,1.5,27.0,119.0,3.16,1.12,9.1,0
11.359189108059466,6.2,0.45,0.2,1.6,3.0,15.0,3.41,0.56,9.2,0
11.336112662746734,7.8,0.43,0.7,1.9,22.0,67.0,3.13,1.28,9.4,0
11.498726705405831,7.4,0.5,0.47,2.0,21.0,73.0,3.36,0.57,9.1,0
11.813931473973383,7.3,0.67,0.26,1.8,16.0,51.0,3.16,1.14,9.4,0
13.727360231383352,6.3,0.3,0.48,1.8,18.0,61.0,3.44,0.78,10.3,1
13.933336083971415,6.9,0.55,0.15,2.2,19.0,40.0,3.41,0.59,10.1,0
17.893198927382933,8.6,0.49,0.28,1.9,20.0,136.0,2.93,1.95,9.9,1
12.44478672009266,7.7,0.49,0.26,1.9,9.0,31.0,3.39,0.64,9.6,0
12.79680761815997,9.3,0.39,0.44,2.1,34.0,125.0,3.14,1.22,9.5,0
10.552945154229118,7.0,0.62,0.08,1.8,8.0,24.0,3.48,0.53,9.0,0
11.374739095673633,7.9,0.52,0.26,1.9,42.0,140.0,3.23,0.54,9.5,0
13.281787415143269,8.6,0.49,0.28,1.9,20.0,136.0,2.93,1.95,9.9,1
12.185579739636134,8.6,0.49,0.29,2.0,19.0,133.0,2.93,1.98,9.8,0
12.506821763129098,7.7,0.49,0.26,1.9,9.0,31.0,3.39,0.64,9.6,0
11.996770765600258,5.0,1.02,0.04,1.4,41.0,85.0,3.75,0.48,10.5,0
16.24323585671191,4.7,0.6,0.17,2.3,17.0,106.0,3.85,0.6,12.9,1
13.873283433776557,6.8,0.775,0.0,3.0,8.0,23.0,3.45,0.56,10.7,0
12.242983172052329,7.0,0.5,0.25,2.0,3.0,22.0,3.25,0.63,9.2,0
13.035209122598056,7.6,0.9,0.06,2.5,5.0,10.0,3.39,0.56,9.8,0
12.10646548383522,8.1,0.545,0.18,1.9,13.0,35.0,3.3,0.59,9.0,1
13.184054035246373,8.3,0.61,0.3,2.1,11.0,50.0,3.4,0.61,10.2,1
13.675991720784365,7.8,0.5,0.3,1.9,8.0,22.0,3.31,0.56,10.4,1
13.007267585932969,8.1,0.545,0.18,1.9,13.0,35.0,3.3,0.59,9.0,1
11.627982942744994,8.1,0.575,0.22,2.1,12.0,65.0,3.29,0.51,9.2,0
11.548398551421867,7.2,0.49,0.24,2.2,5.0,36.0,3.33,0.48,9.4,0
12.226188147948394,8.1,0.575,0.22,2.1,12.0,65.0,3.29,0.51,9.2,0
12.51518272958596,7.8,0.41,0.68,1.7,18.0,69.0,3.08,1.31,9.3,0
12.390485807922067,6.2,0.63,0.31,1.7,15.0,64.0,3.46,0.79,9.3,0
13.04494720279623,8.0,0.33,0.53,2.5,18.0,80.0,3.37,0.8,9.6,1
12.619397728765273,8.1,0.785,0.52,2.0,37.0,153.0,3.21,0.69,9.3,0
12.962466874192305,7.8,0.56,0.19,1.8,12.0,47.0,3.19,0.93,9.5,0
10.622318194220345,8.4,0.62,0.09,2.2,11.0,108.0,3.15,0.66,9.8,0
13.18571413869052,8.4,0.6,0.1,2.2,14.0,111.0,3.15,0.66,9.8,0
14.6593348166831,10.1,0.31,0.44,2.3,22.0,46.0,3.32,0.67,9.7,1
11.104238752467694,7.8,0.56,0.19,1.8,12.0,47.0,3.19,0.93,9.5,0
14.419796472148604,9.4,0.4,0.31,2.2,13.0,62.0,3.07,0.63,10.5,1
15.058145388082744,8.3,0.54,0.28,1.9,11.0,40.0,3.39,0.61,10.0,1
14.42410722144911,7.8,0.56,0.12,2.0,7.0,28.0,3.37,0.5,9.4,1
14.345017076856587,8.8,0.55,0.04,2.2,14.0,56.0,3.21,0.6,10.9,1
14.25404849623038,7.0,0.69,0.08,1.8,22.0,89.0,3.34,0.54,9.2,1
11.723462627891113,7.3,1.07,0.09,1.7,10.0,89.0,3.3,0.57,9.0,0
12.924678748601464,8.8,0.55,0.04,2.2,14.0,56.0,3.21,0.6,10.9,1
11.765816568240991,7.3,0.695,0.0,2.5,3.0,13.0,3.49,0.52,9.2,0
11.791365635015275,8.0,0.71,0.0,2.6,11.0,34.0,3.44,0.53,9.5,0
11.848956924692207,7.8,0.5,0.17,1.6,21.0,102.0,3.39,0.48,9.5,0
12.171943748587115,9.0,0.62,0.04,1.9,27.0,90.0,3.16,0.7,9.4,0
11.945226560714886,8.2,1.33,0.0,1.7,3.0,12.0,3.53,0.49,10.9,0
13.762431067618266,8.1,1.33,0.0,1.8,3.0,12.0,3.54,0.48,10.9,0
15.657822826166749,8.0,0.59,0.16,1.8,3.0,16.0,3.42,0.92,10.5,1
12.959629975437002,6.1,0.38,0.15,1.8,6.0,19.0,3.42,0.57,9.4,0
11.788429315025859,8.0,0.745,0.56,2.0,30.0,134.0,3.24,0.66,9.4,0
13.648734517372104,5.6,0.5,0.09,2.3,17.0,99.0,3.63,0.63,13.0,0
13.247027237093508,5.6,0.5,0.09,2.3,17.0,99.0,3.63,0.63,13.0,0
14.634813255521625,6.6,0.5,0.01,1.5,17.0,26.0,3.4,0.58,9.8,1
14.824989466970726,7.9,1.04,0.05,2.2,13.0,29.0,3.22,0.55,9.9,1
13.224365301771645,8.4,0.745,0.11,1.9,16.0,63.0,3.19,0.82,9.6,0
12.264250048450336,8.3,0.715,0.15,1.8,10.0,52.0,3.23,0.77,9.5,0
12.416841261858574,7.2,0.415,0.36,2.0,13.0,45.0,3.48,0.64,9.2,0
12.198052031616745,7.8,0.56,0.19,2.1,15.0,105.0,3.33,0.54,9.5,0
12.633207845850613,7.8,0.56,0.19,2.0,17.0,108.0,3.32,0.54,9.5,0
10.045667871984678,8.4,0.745,0.11,1.9,16.0,63.0,3.19,0.82,9.6,0
12.671126312450138,8.3,0.715,0.15,1.8,10.0,52.0,3.23,0.77,9.5,0
14.545265890710821,5.2,0.34,0.0,1.8,27.0,63.0,3.68,0.79,14.0,1
10.774482881295727,6.3,0.39,0.08,1.7,3.0,20.0,3.34,0.58,9.4,0
15.296381301228413,5.2,0.34,0.0,1.8,27.0,63.0,3.68,0.79,14.0,1
11.982229398244874,8.1,0.67,0.55,1.8,32.0,141.0,3.17,0.62,9.4,0
13.23283951284557,5.8,0.68,0.02,1.8,21.0,94.0,3.54,0.52,10.0,0
8.319083012985217,7.6,0.49,0.26,1.6,10.0,88.0,3.11,0.8,9.3,0
13.369907834565543,6.9,0.49,0.1,2.3,12.0,30.0,3.42,0.58,10.2,1
14.967862798392115,8.2,0.4,0.44,2.8,11.0,43.0,3.53,0.61,10.5,1
13.644664856066886,7.3,0.33,0.47,2.1,5.0,11.0,3.33,0.53,10.3,1
10.536202734565144,9.2,0.52,1.0,3.4,32.0,69.0,2.74,2.0,9.4,0
12.535383391187649,7.5,0.6,0.03,1.8,25.0,99.0,3.35,0.54,10.1,0
13.642734572448573,7.5,0.6,0.03,1.8,25.0,99.0,3.35,0.54,10.1,0
12.427363376806385,7.1,0.43,0.42,5.5,29.0,129.0,3.42,0.72,10.5,0
14.28488098882101,7.1,0.43,0.42,5.5,28.0,128.0,3.42,0.71,10.5,0
13.999884056881198,7.1,0.43,0.42,5.5,29.0,129.0,3.42,0.72,10.5,0
13.377966538898328,7.1,0.43,0.42,5.5,28.0,128.0,3.42,0.71,10.5,0
10.50373550720728,7.1,0.68,0.0,2.2,12.0,22.0,3.48,0.5,9.3,0
12.98900162352196,6.8,0.6,0.18,1.9,18.0,86.0,3.59,0.57,9.3,1
11.415800926867444,7.6,0.95,0.03,2.0,7.0,20.0,3.2,0.56,9.6,0
11.861510734403394,7.6,0.68,0.02,1.3,9.0,20.0,3.17,1.08,9.2,0
15.088697046692824,7.8,0.53,0.04,1.7,17.0,31.0,3.33,0.56,10.0,1
11.361085988320413,7.4,0.6,0.26,7.3,36.0,121.0,3.37,0.49,9.4,0
12.732236742546716,7.3,0.59,0.26,7.2,35.0,121.0,3.37,0.49,9.4,0
12.05038974801215,7.8,0.63,0.48,1.7,14.0,96.0,3.19,0.62,9.5,0
13.770735541382628,6.8,0.64,0.1,2.1,18.0,101.0,3.34,0.52,10.2,0
10.01257554862132,7.3,0.55,0.03,1.6,17.0,42.0,3.37,0.48,9.0,0
13.760939358495524,6.8,0.63,0.07,2.1,11.0,44.0,3.47,0.55,10.4,1
13.252202208694165,7.5,0.705,0.24,1.8,15.0,63.0,3.0,1.59,9.5,0
9.364595371736154,7.9,0.885,0.03,1.8,4.0,8.0,3.36,0.33,9.1,0
13.176163926745884,8.0,0.42,0.17,2.0,6.0,18.0,3.29,0.61,9.2,1
13.01034461211262,8.0,0.42,0.17,2.0,6.0,18.0,3.29,0.61,9.2,1
14.122539113496547,7.4,0.62,0.05,1.9,24.0,42.0,3.42,0.57,11.5,1
12.303653266726608,7.3,0.38,0.21,2.0,7.0,35.0,3.33,0.47,9.5,0
11.900405969469535,6.9,0.5,0.04,1.5,19.0,49.0,3.35,0.78,9.5,0
13.094382023698524,7.3,0.38,0.21,2.0,7.0,35.0,3.33,0.47,9.5,0
14.987580003879769,7.5,0.52,0.42,2.3,8.0,38.0,3.58,0.61,10.5,1
9.741221953214279,7.0,0.805,0.0,2.5,7.0,20.0,3.48,0.56,9.6,0
11.485047859595694,8.8,0.61,0.14,2.4,10.0,42.0,3.19,0.59,9.5,0
11.517012980598107,8.8,0.61,0.14,2.4,10.0,42.0,3.19,0.59,9.5,0
12.886893536546015,8.9,0.61,0.49,2.0,23.0,110.0,3.12,1.02,9.3,0
13.713435161874713,7.2,0.73,0.02,2.5,16.0,42.0,3.44,0.52,9.3,0
11.87199940702,6.8,0.61,0.2,1.8,11.0,65.0,3.54,0.58,9.3,0
12.729355073423129,6.7,0.62,0.21,1.9,8.0,62.0,3.52,0.58,9.3,1
13.223692601809152,8.9,0.31,0.57,2.0,26.0,85.0,3.26,0.53,9.7,0
12.494246884306298,7.4,0.39,0.48,2.0,14.0,67.0,3.34,0.55,9.2,0
12.54591796194705,7.7,0.705,0.1,2.6,9.0,26.0,3.39,0.49,9.7,0
13.711765756849795,7.9,0.5,0.33,2.0,15.0,143.0,3.2,0.55,9.5,0
14.074620358032687,7.9,0.49,0.32,1.9,17.0,144.0,3.2,0.55,9.5,0
14.020007690867102,8.2,0.5,0.35,2.9,21.0,127.0,3.23,0.62,9.4,0
11.529335460862402,6.4,0.37,0.25,1.9,21.0,49.0,3.57,0.62,9.8,1
12.227905287747102,6.8,0.63,0.12,3.8,16.0,126.0,3.28,0.61,9.5,0
12.879503414890175,7.6,0.55,0.21,2.2,7.0,28.0,3.28,0.55,9.7,0
11.380290230170585,7.6,0.55,0.21,2.2,7.0,28.0,3.28,0.55,9.7,0
15.363946541715007,7.8,0.59,0.33,2.0,24.0,120.0,3.25,0.54,9.4,0
14.246271923463038,7.3,0.58,0.3,2.4,15.0,55.0,3.46,0.59,10.2,0
14.007728791798124,11.5,0.3,0.6,2.0,12.0,27.0,3.11,0.97,10.1,1
14.97732271591002,5.4,0.835,0.08,1.2,13.0,93.0,3.57,0.85,13.0,1
12.887696937719586,6.9,1.09,0.06,2.1,12.0,31.0,3.51,0.43,11.4,0
15.338033028837502,9.6,0.32,0.47,1.4,9.0,24.0,3.22,0.82,10.3,1
11.863122780186709,8.8,0.37,0.48,2.1,39.0,145.0,3.04,1.03,9.3,0
13.101197377970335,6.8,0.5,0.11,1.5,16.0,49.0,3.36,0.79,9.5,0
12.184870130010864,7.0,0.42,0.35,1.6,16.0,39.0,3.34,0.55,9.2,0
13.853828083247409,7.0,0.43,0.36,1.6,14.0,37.0,3.34,0.56,9.2,1
16.218349507085303,12.8,0.3,0.74,2.6,9.0,28.0,3.2,0.77,10.8,1
15.293738807942052,12.8,0.3,0.74,2.6,9.0,28.0,3.2,0.77,10.8,1
11.902975025067803,7.8,0.57,0.31,1.8,26.0,120.0,3.29,0.53,9.3,0
10.78143616237677,7.8,0.44,0.28,2.7,18.0,95.0,3.22,0.67,9.4,0
16.24616227202125,11.0,0.3,0.58,2.1,7.0,19.0,3.31,0.88,10.5,1
15.520525484959078,9.7,0.53,0.6,2.0,5.0,19.0,3.3,0.86,12.4,1
12.724400739663873,8.0,0.725,0.24,2.8,10.0,62.0,3.35,0.56,10.0,1
14.794415121967447,11.6,0.44,0.64,2.1,5.0,15.0,3.21,0.67,10.2,1
14.588505187792446,8.2,0.57,0.26,2.2,28.0,65.0,3.3,0.43,10.1,0
14.52794743613825,7.8,0.735,0.08,2.4,10.0,41.0,3.24,0.71,9.8,1
12.048577165470322,7.0,0.49,0.49,5.6,26.0,121.0,3.34,0.76,10.5,0
14.505331428867795,8.7,0.625,0.16,2.0,13.0,49.0,3.14,0.57,11.0,0
12.839784570433563,8.1,0.725,0.22,2.2,11.0,41.0,3.36,0.55,9.1,0
11.883533545309,7.5,0.49,0.19,1.9,10.0,44.0,3.39,0.54,9.7,0
10.408264401028413,7.8,0.53,0.33,2.4,24.0,144.0,3.3,0.6,9.5,0
15.714997194629163,7.8,0.34,0.37,2.0,24.0,58.0,3.34,0.59,9.4,1
11.962800474151662,7.4,0.53,0.26,2.0,16.0,72.0,3.15,0.57,9.4,0
11.523255888564039,6.8,0.61,0.04,1.5,5.0,10.0,3.42,0.6,9.5,0
14.704589011579266,8.6,0.645,0.25,2.0,8.0,28.0,3.28,0.6,10.0,1
11.030041564083543,8.4,0.635,0.36,2.0,15.0,55.0,3.31,0.57,10.4,0
13.71246677165133,7.7,0.43,0.25,2.6,29.0,63.0,3.37,0.58,10.5,1
14.30095272624428,8.9,0.59,0.5,2.0,27.0,81.0,3.04,1.61,9.5,1
10.733649641056058,9.0,0.82,0.14,2.6,9.0,23.0,3.39,0.63,9.8,0
13.994075591937994,7.7,0.43,0.25,2.6,29.0,63.0,3.37,0.58,10.5,1
13.366465849833727,6.9,0.52,0.25,2.6,10.0,37.0,3.46,0.5,11.0,0
16.1409115784194,5.2,0.48,0.04,1.6,19.0,106.0,3.54,0.62,12.2,1
13.933346244243147,8.0,0.38,0.06,1.8,12.0,49.0,3.37,0.52,9.9,1
13.986878238453595,8.5,0.37,0.2,2.8,18.0,58.0,3.34,0.7,9.6,1
14.341747741704946,6.9,0.52,0.25,2.6,10.0,37.0,3.46,0.5,11.0,0
12.826504335313325,8.2,1.0,0.09,2.3,7.0,37.0,3.32,0.55,9.0,1
12.800283493185685,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
13.452487253816258,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
13.389531750295784,7.2,0.645,0.0,1.9,15.0,39.0,3.37,0.58,9.2,1
13.073715985901456,7.2,0.63,0.0,1.9,14.0,38.0,3.37,0.58,9.0,1
13.433079415498948,8.2,1.0,0.09,2.3,7.0,37.0,3.32,0.55,9.0,1
10.344392846103416,8.9,0.635,0.37,1.7,5.0,62.0,3.0,1.09,9.3,0
15.774330617003448,12.0,0.38,0.56,2.1,6.0,24.0,3.14,0.71,10.9,1
13.303461053949347,7.7,0.58,0.1,1.8,28.0,109.0,3.08,0.49,9.8,1
15.763793388770866,15.0,0.21,0.44,2.2,10.0,24.0,3.07,0.84,9.2,1
16.64573503276766,15.0,0.21,0.44,2.2,10.0,24.0,3.07,0.84,9.2,1
13.669742307221878,7.3,0.66,0.0,2.0,6.0,23.0,3.61,0.96,9.9,1
14.046890673468996,7.1,0.68,0.07,1.9,16.0,51.0,3.38,0.52,9.5,0
12.395370589995947,8.2,0.6,0.17,2.3,11.0,73.0,3.2,0.45,9.3,0
12.92961837500129,7.7,0.53,0.06,1.7,9.0,39.0,3.35,0.48,9.8,1
14.922415015159773,7.3,0.66,0.0,2.0,6.0,23.0,3.61,0.96,9.9,1
14.098301452700612,10.8,0.32,0.44,1.6,16.0,37.0,3.22,0.78,10.0,1
13.822010816773306,7.1,0.6,0.0,1.8,16.0,34.0,3.47,0.7,9.9,1
13.68045165262258,11.1,0.35,0.48,3.1,5.0,21.0,3.17,0.53,10.5,0
12.934388716203408,7.7,0.775,0.42,1.9,8.0,86.0,3.23,0.59,9.5,0
13.011858895885991,7.1,0.6,0.0,1.8,16.0,34.0,3.47,0.7,9.9,1
11.749020045691125,8.0,0.57,0.23,3.2,17.0,119.0,3.26,0.57,9.3,0
12.717027809796786,9.4,0.34,0.37,2.2,5.0,13.0,3.22,0.62,9.2,0
13.484285766545925,6.6,0.695,0.0,2.1,12.0,56.0,3.49,0.67,9.2,0
10.804859889684586,7.7,0.41,0.76,1.8,8.0,45.0,3.06,1.26,9.4,0
15.08795249336568,10.0,0.31,0.47,2.6,14.0,33.0,3.36,0.8,10.5,1
10.950580813922972,7.9,0.33,0.23,1.7,18.0,45.0,3.29,0.65,9.3,0
12.133290984837675,7.0,0.975,0.04,2.0,12.0,67.0,3.35,0.6,9.4,0
11.235389185067351,8.0,0.52,0.03,1.7,10.0,35.0,3.34,0.57,10.0,0
12.216129949881804,7.9,0.37,0.23,1.8,23.0,49.0,3.28,0.67,9.3,0
14.21521940732391,12.5,0.56,0.49,2.4,5.0,27.0,3.08,0.87,10.9,0
14.278982385318557,11.8,0.26,0.52,1.8,6.0,10.0,3.2,0.72,10.2,1
12.36690217841148,8.1,0.87,0.0,3.3,26.0,61.0,3.6,0.72,9.8,0
17.79678010846668,7.9,0.35,0.46,3.6,15.0,37.0,3.35,0.86,12.8,1
12.600584259668704,6.9,0.54,0.04,3.0,7.0,27.0,3.69,0.91,9.4,1
14.58084477262599,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
12.716114753077585,7.9,0.545,0.06,4.0,27.0,61.0,3.36,0.67,10.7,1
15.31424926752836,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
12.062626547464902,10.9,0.37,0.58,4.0,17.0,65.0,3.22,0.78,10.1,0
13.359363414149179,8.4,0.715,0.2,2.4,10.0,38.0,3.31,0.64,9.4,0
12.61246699382644,7.5,0.65,0.18,7.0,27.0,94.0,3.38,0.77,9.4,0
14.767941558073886,7.9,0.545,0.06,4.0,27.0,61.0,3.36,0.67,10.7,1
13.182053400308886,6.9,0.54,0.04,3.0,7.0,27.0,3.69,0.91,9.4,1
14.028260592215089,11.5,0.18,0.51,4.0,4.0,23.0,3.28,0.97,10.1,1
18.1973822538923,10.3,0.32,0.45,6.4,5.0,13.0,3.23,0.82,12.6,1
15.858740830425562,8.9,0.4,0.32,5.6,10.0,47.0,3.38,0.77,10.5,1
16.305099858610962,11.4,0.26,0.44,3.6,6.0,19.0,3.12,0.82,9.3,1
15.446305198492782,7.7,0.27,0.68,3.5,5.0,10.0,3.25,1.08,9.9,1
11.110051261701061,7.6,0.52,0.12,3.0,12.0,53.0,3.36,0.57,9.1,0
17.798273511624746,8.9,0.4,0.32,5.6,10.0,47.0,3.38,0.77,10.5,1
12.963866651013033,9.9,0.59,0.07,3.4,32.0,71.0,3.31,0.71,9.8,0
13.823903895996963,9.9,0.59,0.07,3.4,32.0,71.0,3.31,0.71,9.8,0
14.263506111064244,12.0,0.45,0.55,2.0,25.0,49.0,3.1,0.76,10.3,1
15.600225400569393,7.5,0.4,0.12,3.0,29.0,53.0,3.37,0.7,10.3,1
14.677391705230693,8.7,0.52,0.09,2.5,20.0,49.0,3.34,0.86,10.6,1
12.376279404080872,11.6,0.42,0.53,3.3,33.0,98.0,3.2,0.95,9.2,0
16.448832414092646,8.7,0.52,0.09,2.5,20.0,49.0,3.34,0.86,10.6,1
14.018836423045508,11.0,0.2,0.48,2.0,6.0,18.0,3.3,0.71,10.5,0
13.15580333578865,10.4,0.55,0.23,2.7,18.0,48.0,3.22,0.64,10.3,1
14.219914325103314,6.9,0.36,0.25,2.4,5.0,16.0,3.41,0.6,10.1,1
14.967949777904826,13.3,0.34,0.52,3.2,17.0,53.0,3.05,0.81,9.5,1
12.256715667811944,10.8,0.5,0.46,2.5,5.0,27.0,3.05,0.64,9.5,0
12.291305914570556,10.6,0.83,0.37,2.6,26.0,70.0,3.16,0.52,9.9,0
11.692400874874224,7.1,0.63,0.06,2.0,8.0,29.0,3.67,0.73,9.6,0
13.814552125824607,7.2,0.65,0.02,2.3,5.0,31.0,3.67,0.8,9.7,0
11.679516015191322,6.9,0.67,0.06,2.1,8.0,33.0,3.68,0.71,9.6,0
14.015568669756137,7.5,0.53,0.06,2.6,20.0,44.0,3.38,0.59,10.7,1
